angle,Porosity,Surface_Area,Permeability_X,augmented,aug_perm,image_name
130,68.29833984,4262,6.4080944,8.410717,0.371028392,24
140,68.94378662,4276,6.6653066,7.292422,0.320982257,24
150,68.40209961,4389,8.098433,7.5414863,0.332128426,24
160,68.36547852,4392,8.839948,7.2854013,0.320668065,24
170,67.94128418,4391,8.410717,6.9789987,0.306955882,24
180,67.83294678,4388,7.292422,6.554061,0.287938995,24
0,67.73986816,4425,7.5414863,6.2219505,0.273076328,25
10,66.9128418,4382,7.2854013,4.798402,0.209369434,25
20,67.99316406,4306,6.9789987,4.3367624,0.188710058,25
30,67.90618896,4311,6.554061,4.954606,0.216359903,25
40,68.27392578,4274,5.748756,4.696505,0.204809322,25
50,69.02618408,4257,6.2219505,4.179174,0.181657634,25
60,68.39752197,4390,4.798402,5.1804247,0.226465781,25
70,68.35021973,4404,4.3367624,5.7322574,0.251161496,25
80,67.90008545,4377,4.954606,6.4080944,0.281406672,25
90,67.72613525,4415,4.696505,6.6653066,0.292917478,25
100,66.88232422,4389,4.179174,8.098433,0.357053003,25
110,67.96722412,4304,5.1804247,8.839948,0.390237413,25
120,67.89245605,4310,5.7322574,8.410717,0.371028392,25
130,68.29833984,4262,6.4080944,7.292422,0.320982257,25
140,68.94378662,4276,6.6653066,7.5414863,0.332128426,25
150,68.40209961,4389,8.098433,7.2854013,0.320668065,25
160,68.36547852,4392,8.839948,6.9789987,0.306955882,25
170,67.94128418,4391,8.410717,6.554061,0.287938995,25
180,67.83294678,4388,7.292422,5.748756,0.251899844,25
0,67.73986816,4425,7.5414863,4.798402,0.209369434,26
10,66.9128418,4382,7.2854013,4.3367624,0.188710058,26
20,67.99316406,4306,6.9789987,4.954606,0.216359903,26
30,67.90618896,4311,6.554061,4.696505,0.204809322,26
40,68.27392578,4274,5.748756,4.179174,0.181657634,26
50,69.02618408,4257,6.2219505,5.1804247,0.226465781,26
60,68.39752197,4390,4.798402,5.7322574,0.251161496,26
70,68.35021973,4404,4.3367624,6.4080944,0.281406672,26
80,67.90008545,4377,4.954606,6.6653066,0.292917478,26
90,67.72613525,4415,4.696505,8.098433,0.357053003,26
100,66.88232422,4389,4.179174,8.839948,0.390237413,26
110,67.96722412,4304,5.1804247,8.410717,0.371028392,26
120,67.89245605,4310,5.7322574,7.292422,0.320982257,26
130,68.29833984,4262,6.4080944,7.5414863,0.332128426,26
140,68.94378662,4276,6.6653066,7.2854013,0.320668065,26
150,68.40209961,4389,8.098433,6.9789987,0.306955882,26
160,68.36547852,4392,8.839948,6.554061,0.287938995,26
170,67.94128418,4391,8.410717,5.748756,0.251899844,26
180,67.83294678,4388,7.292422,6.2219505,0.273076328,26
0,67.73986816,4425,7.5414863,4.3367624,0.188710058,27
10,66.9128418,4382,7.2854013,4.954606,0.216359903,27
20,67.99316406,4306,6.9789987,4.696505,0.204809322,27
30,67.90618896,4311,6.554061,4.179174,0.181657634,27
40,68.27392578,4274,5.748756,5.1804247,0.226465781,27
50,69.02618408,4257,6.2219505,5.7322574,0.251161496,27
60,68.39752197,4390,4.798402,6.4080944,0.281406672,27
70,68.35021973,4404,4.3367624,6.6653066,0.292917478,27
80,67.90008545,4377,4.954606,8.098433,0.357053003,27
90,67.72613525,4415,4.696505,8.839948,0.390237413,27
100,66.88232422,4389,4.179174,8.410717,0.371028392,27
110,67.96722412,4304,5.1804247,7.292422,0.320982257,27
120,67.89245605,4310,5.7322574,7.5414863,0.332128426,27
130,68.29833984,4262,6.4080944,7.2854013,0.320668065,27
140,68.94378662,4276,6.6653066,6.9789987,0.306955882,27
150,68.40209961,4389,8.098433,6.554061,0.287938995,27
160,68.36547852,4392,8.839948,5.748756,0.251899844,27
170,67.94128418,4391,8.410717,6.2219505,0.273076328,27
180,67.83294678,4388,7.292422,4.798402,0.209369434,27
0,67.73986816,4425,7.5414863,4.954606,0.216359903,28
10,66.9128418,4382,7.2854013,4.696505,0.204809322,28
20,67.99316406,4306,6.9789987,4.179174,0.181657634,28
30,67.90618896,4311,6.554061,5.1804247,0.226465781,28
40,68.27392578,4274,5.748756,5.7322574,0.251161496,28
50,69.02618408,4257,6.2219505,6.4080944,0.281406672,28
60,68.39752197,4390,4.798402,6.6653066,0.292917478,28
70,68.35021973,4404,4.3367624,8.098433,0.357053003,28
80,67.90008545,4377,4.954606,8.839948,0.390237413,28
90,67.72613525,4415,4.696505,8.410717,0.371028392,28
100,66.88232422,4389,4.179174,7.292422,0.320982257,28
110,67.96722412,4304,5.1804247,7.5414863,0.332128426,28
120,67.89245605,4310,5.7322574,7.2854013,0.320668065,28
130,68.29833984,4262,6.4080944,6.9789987,0.306955882,28
140,68.94378662,4276,6.6653066,6.554061,0.287938995,28
150,68.40209961,4389,8.098433,5.748756,0.251899844,28
160,68.36547852,4392,8.839948,6.2219505,0.273076328,28
170,67.94128418,4391,8.410717,4.798402,0.209369434,28
180,67.83294678,4388,7.292422,4.3367624,0.188710058,28
0,67.73986816,4425,7.5414863,4.696505,0.204809322,29
10,66.9128418,4382,7.2854013,4.179174,0.181657634,29
20,67.99316406,4306,6.9789987,5.1804247,0.226465781,29
30,67.90618896,4311,6.554061,5.7322574,0.251161496,29
40,68.27392578,4274,5.748756,6.4080944,0.281406672,29
50,69.02618408,4257,6.2219505,6.6653066,0.292917478,29
60,68.39752197,4390,4.798402,8.098433,0.357053003,29
70,68.35021973,4404,4.3367624,8.839948,0.390237413,29
80,67.90008545,4377,4.954606,8.410717,0.371028392,29
90,67.72613525,4415,4.696505,7.292422,0.320982257,29
100,66.88232422,4389,4.179174,7.5414863,0.332128426,29
110,67.96722412,4304,5.1804247,7.2854013,0.320668065,29
120,67.89245605,4310,5.7322574,6.9789987,0.306955882,29
130,68.29833984,4262,6.4080944,6.554061,0.287938995,29
140,68.94378662,4276,6.6653066,5.748756,0.251899844,29
150,68.40209961,4389,8.098433,6.2219505,0.273076328,29
160,68.36547852,4392,8.839948,4.798402,0.209369434,29
170,67.94128418,4391,8.410717,4.3367624,0.188710058,29
180,67.83294678,4388,7.292422,4.954606,0.216359903,29
0,67.73986816,4425,7.5414863,4.179174,0.181657634,30
10,66.9128418,4382,7.2854013,5.1804247,0.226465781,30
20,67.99316406,4306,6.9789987,5.7322574,0.251161496,30
30,67.90618896,4311,6.554061,6.4080944,0.281406672,30
40,68.27392578,4274,5.748756,6.6653066,0.292917478,30
50,69.02618408,4257,6.2219505,8.098433,0.357053003,30
60,68.39752197,4390,4.798402,8.839948,0.390237413,30
70,68.35021973,4404,4.3367624,8.410717,0.371028392,30
80,67.90008545,4377,4.954606,7.292422,0.320982257,30
90,67.72613525,4415,4.696505,7.5414863,0.332128426,30
100,66.88232422,4389,4.179174,7.2854013,0.320668065,30
110,67.96722412,4304,5.1804247,6.9789987,0.306955882,30
120,67.89245605,4310,5.7322574,6.554061,0.287938995,30
130,68.29833984,4262,6.4080944,5.748756,0.251899844,30
140,68.94378662,4276,6.6653066,6.2219505,0.273076328,30
150,68.40209961,4389,8.098433,4.798402,0.209369434,30
160,68.36547852,4392,8.839948,4.3367624,0.188710058,30
170,67.94128418,4391,8.410717,4.954606,0.216359903,30
180,67.83294678,4388,7.292422,4.696505,0.204809322,30
0,67.73986816,4425,7.5414863,5.1804247,0.226465781,31
10,66.9128418,4382,7.2854013,5.7322574,0.251161496,31
20,67.99316406,4306,6.9789987,6.4080944,0.281406672,31
30,67.90618896,4311,6.554061,6.6653066,0.292917478,31
40,68.27392578,4274,5.748756,8.098433,0.357053003,31
50,69.02618408,4257,6.2219505,8.839948,0.390237413,31
60,68.39752197,4390,4.798402,8.410717,0.371028392,31
70,68.35021973,4404,4.3367624,7.292422,0.320982257,31
80,67.90008545,4377,4.954606,7.5414863,0.332128426,31
90,67.72613525,4415,4.696505,7.2854013,0.320668065,31
100,66.88232422,4389,4.179174,6.9789987,0.306955882,31
110,67.96722412,4304,5.1804247,6.554061,0.287938995,31
120,67.89245605,4310,5.7322574,5.748756,0.251899844,31
130,68.29833984,4262,6.4080944,6.2219505,0.273076328,31
140,68.94378662,4276,6.6653066,4.798402,0.209369434,31
150,68.40209961,4389,8.098433,4.3367624,0.188710058,31
160,68.36547852,4392,8.839948,4.954606,0.216359903,31
170,67.94128418,4391,8.410717,4.696505,0.204809322,31
180,67.83294678,4388,7.292422,4.179174,0.181657634,31
0,67.73986816,4425,7.5414863,5.7322574,0.251161496,32
10,66.9128418,4382,7.2854013,6.4080944,0.281406672,32
20,67.99316406,4306,6.9789987,6.6653066,0.292917478,32
30,67.90618896,4311,6.554061,8.098433,0.357053003,32
40,68.27392578,4274,5.748756,8.839948,0.390237413,32
50,69.02618408,4257,6.2219505,8.410717,0.371028392,32
60,68.39752197,4390,4.798402,7.292422,0.320982257,32
70,68.35021973,4404,4.3367624,7.5414863,0.332128426,32
80,67.90008545,4377,4.954606,7.2854013,0.320668065,32
90,67.72613525,4415,4.696505,6.9789987,0.306955882,32
100,66.88232422,4389,4.179174,6.554061,0.287938995,32
110,67.96722412,4304,5.1804247,5.748756,0.251899844,32
120,67.89245605,4310,5.7322574,6.2219505,0.273076328,32
130,68.29833984,4262,6.4080944,4.798402,0.209369434,32
140,68.94378662,4276,6.6653066,4.3367624,0.188710058,32
150,68.40209961,4389,8.098433,4.954606,0.216359903,32
160,68.36547852,4392,8.839948,4.696505,0.204809322,32
170,67.94128418,4391,8.410717,4.179174,0.181657634,32
180,67.83294678,4388,7.292422,5.1804247,0.226465781,32
0,67.73986816,4425,7.5414863,6.4080944,0.281406672,33
10,66.9128418,4382,7.2854013,6.6653066,0.292917478,33
20,67.99316406,4306,6.9789987,8.098433,0.357053003,33
30,67.90618896,4311,6.554061,8.839948,0.390237413,33
40,68.27392578,4274,5.748756,8.410717,0.371028392,33
50,69.02618408,4257,6.2219505,7.292422,0.320982257,33
60,68.39752197,4390,4.798402,7.5414863,0.332128426,33
70,68.35021973,4404,4.3367624,7.2854013,0.320668065,33
80,67.90008545,4377,4.954606,6.9789987,0.306955882,33
90,67.72613525,4415,4.696505,6.554061,0.287938995,33
100,66.88232422,4389,4.179174,5.748756,0.251899844,33
110,67.96722412,4304,5.1804247,6.2219505,0.273076328,33
120,67.89245605,4310,5.7322574,4.798402,0.209369434,33
130,68.29833984,4262,6.4080944,4.3367624,0.188710058,33
140,68.94378662,4276,6.6653066,4.954606,0.216359903,33
150,68.40209961,4389,8.098433,4.696505,0.204809322,33
160,68.36547852,4392,8.839948,4.179174,0.181657634,33
170,67.94128418,4391,8.410717,5.1804247,0.226465781,33
180,67.83294678,4388,7.292422,5.7322574,0.251161496,33
0,67.73986816,4425,7.5414863,6.6653066,0.292917478,34
10,66.9128418,4382,7.2854013,8.098433,0.357053003,34
20,67.99316406,4306,6.9789987,8.839948,0.390237413,34
30,67.90618896,4311,6.554061,8.410717,0.371028392,34
40,68.27392578,4274,5.748756,7.292422,0.320982257,34
50,69.02618408,4257,6.2219505,7.5414863,0.332128426,34
60,68.39752197,4390,4.798402,7.2854013,0.320668065,34
70,68.35021973,4404,4.3367624,6.9789987,0.306955882,34
80,67.90008545,4377,4.954606,6.554061,0.287938995,34
90,67.72613525,4415,4.696505,5.748756,0.251899844,34
100,66.88232422,4389,4.179174,6.2219505,0.273076328,34
110,67.96722412,4304,5.1804247,4.798402,0.209369434,34
120,67.89245605,4310,5.7322574,4.3367624,0.188710058,34
130,68.29833984,4262,6.4080944,4.954606,0.216359903,34
140,68.94378662,4276,6.6653066,4.696505,0.204809322,34
150,68.40209961,4389,8.098433,4.179174,0.181657634,34
160,68.36547852,4392,8.839948,5.1804247,0.226465781,34
170,67.94128418,4391,8.410717,5.7322574,0.251161496,34
180,67.83294678,4388,7.292422,6.4080944,0.281406672,34
0,67.73986816,4425,7.5414863,8.098433,0.357053003,35
10,66.9128418,4382,7.2854013,8.839948,0.390237413,35
20,67.99316406,4306,6.9789987,8.410717,0.371028392,35
30,67.90618896,4311,6.554061,7.292422,0.320982257,35
40,68.27392578,4274,5.748756,7.5414863,0.332128426,35
50,69.02618408,4257,6.2219505,7.2854013,0.320668065,35
60,68.39752197,4390,4.798402,6.9789987,0.306955882,35
70,68.35021973,4404,4.3367624,6.554061,0.287938995,35
80,67.90008545,4377,4.954606,5.748756,0.251899844,35
90,67.72613525,4415,4.696505,6.2219505,0.273076328,35
100,66.88232422,4389,4.179174,4.798402,0.209369434,35
110,67.96722412,4304,5.1804247,4.3367624,0.188710058,35
120,67.89245605,4310,5.7322574,4.954606,0.216359903,35
130,68.29833984,4262,6.4080944,4.696505,0.204809322,35
140,68.94378662,4276,6.6653066,4.179174,0.181657634,35
150,68.40209961,4389,8.098433,5.1804247,0.226465781,35
160,68.36547852,4392,8.839948,5.7322574,0.251161496,35
170,67.94128418,4391,8.410717,6.4080944,0.281406672,35
180,67.83294678,4388,7.292422,6.6653066,0.292917478,35
0,67.73986816,4425,7.5414863,8.839948,0.390237413,36
10,66.9128418,4382,7.2854013,8.410717,0.371028392,36
20,67.99316406,4306,6.9789987,7.292422,0.320982257,36
30,67.90618896,4311,6.554061,7.5414863,0.332128426,36
40,68.27392578,4274,5.748756,7.2854013,0.320668065,36
50,69.02618408,4257,6.2219505,6.9789987,0.306955882,36
60,68.39752197,4390,4.798402,6.554061,0.287938995,36
70,68.35021973,4404,4.3367624,5.748756,0.251899844,36
80,67.90008545,4377,4.954606,6.2219505,0.273076328,36
90,67.72613525,4415,4.696505,4.798402,0.209369434,36
100,66.88232422,4389,4.179174,4.3367624,0.188710058,36
110,67.96722412,4304,5.1804247,4.954606,0.216359903,36
120,67.89245605,4310,5.7322574,4.696505,0.204809322,36
130,68.29833984,4262,6.4080944,4.179174,0.181657634,36
140,68.94378662,4276,6.6653066,5.1804247,0.226465781,36
150,68.40209961,4389,8.098433,5.7322574,0.251161496,36
160,68.36547852,4392,8.839948,6.4080944,0.281406672,36
170,67.94128418,4391,8.410717,6.6653066,0.292917478,36
180,67.83294678,4388,7.292422,8.098433,0.357053003,36
0,67.73986816,4425,7.5414863,8.410717,0.371028392,37
10,66.9128418,4382,7.2854013,7.292422,0.320982257,37
20,67.99316406,4306,6.9789987,7.5414863,0.332128426,37
30,67.90618896,4311,6.554061,7.2854013,0.320668065,37
40,68.27392578,4274,5.748756,6.9789987,0.306955882,37
50,69.02618408,4257,6.2219505,6.554061,0.287938995,37
60,68.39752197,4390,4.798402,5.748756,0.251899844,37
70,68.35021973,4404,4.3367624,6.2219505,0.273076328,37
80,67.90008545,4377,4.954606,4.798402,0.209369434,37
90,67.72613525,4415,4.696505,4.3367624,0.188710058,37
100,66.88232422,4389,4.179174,4.954606,0.216359903,37
110,67.96722412,4304,5.1804247,4.696505,0.204809322,37
120,67.89245605,4310,5.7322574,4.179174,0.181657634,37
130,68.29833984,4262,6.4080944,5.1804247,0.226465781,37
140,68.94378662,4276,6.6653066,5.7322574,0.251161496,37
150,68.40209961,4389,8.098433,6.4080944,0.281406672,37
160,68.36547852,4392,8.839948,6.6653066,0.292917478,37
170,67.94128418,4391,8.410717,8.098433,0.357053003,37
180,67.83294678,4388,7.292422,8.839948,0.390237413,37
0,67.73986816,4425,7.5414863,7.292422,0.320982257,38
10,66.9128418,4382,7.2854013,7.5414863,0.332128426,38
20,67.99316406,4306,6.9789987,7.2854013,0.320668065,38
30,67.90618896,4311,6.554061,6.9789987,0.306955882,38
40,68.27392578,4274,5.748756,6.554061,0.287938995,38
50,69.02618408,4257,6.2219505,5.748756,0.251899844,38
60,68.39752197,4390,4.798402,6.2219505,0.273076328,38
70,68.35021973,4404,4.3367624,4.798402,0.209369434,38
80,67.90008545,4377,4.954606,4.3367624,0.188710058,38
90,67.72613525,4415,4.696505,4.954606,0.216359903,38
100,66.88232422,4389,4.179174,4.696505,0.204809322,38
110,67.96722412,4304,5.1804247,4.179174,0.181657634,38
120,67.89245605,4310,5.7322574,5.1804247,0.226465781,38
130,68.29833984,4262,6.4080944,5.7322574,0.251161496,38
140,68.94378662,4276,6.6653066,6.4080944,0.281406672,38
150,68.40209961,4389,8.098433,6.6653066,0.292917478,38
160,68.36547852,4392,8.839948,8.098433,0.357053003,38
170,67.94128418,4391,8.410717,8.839948,0.390237413,38
180,67.83294678,4388,7.292422,8.410717,0.371028392,38
0,75.26397705,4422,20.98547,20.98547,0.933775953,39
10,75.8026123,4261,20.089888,20.089888,0.89369671,39
20,75.47454834,4145,18.802929,18.802929,0.836102494,39
30,75.52947998,4098,16.533564,16.533564,0.734543472,39
40,75.16021729,4001,6.1060166,6.1060166,0.267888033,39
50,74.61395264,4223,4.8146877,4.8146877,0.210098255,39
60,73.96697998,4519,4.437806,4.437806,0.193231979,39
70,73.44512939,4664,4.503531,4.503531,0.196173315,39
80,73.94256592,4658,4.893595,4.893595,0.213629528,39
90,75.26397705,4421,5.582265,5.582265,0.244449009,39
100,75.77056885,4263,11.0871935,11.0871935,0.49080654,39
110,75.45318604,4142,13.224084,13.224084,0.58643704,39
120,75.54931641,4084,14.41548,14.41548,0.639754603,39
130,75.19378662,4003,16.955393,16.955393,0.753421237,39
140,74.54528809,4216,18.270264,18.270264,0.812264576,39
150,73.9074707,4494,18.6954,18.6954,0.831290337,39
160,73.42376709,4665,19.342403,19.342403,0.86024513,39
170,74.01580811,4656,19.9004,19.9004,0.88521671,39
180,75.20141602,4424,20.949425,20.949425,0.932162861,39
0,75.26397705,4422,20.98547,20.089888,0.89369671,40
10,75.8026123,4261,20.089888,18.802929,0.836102494,40
20,75.47454834,4145,18.802929,16.533564,0.734543472,40
30,75.52947998,4098,16.533564,6.1060166,0.267888033,40
40,75.16021729,4001,6.1060166,4.8146877,0.210098255,40
50,74.61395264,4223,4.8146877,4.437806,0.193231979,40
60,73.96697998,4519,4.437806,4.503531,0.196173315,40
70,73.44512939,4664,4.503531,4.893595,0.213629528,40
80,73.94256592,4658,4.893595,5.582265,0.244449009,40
90,75.26397705,4421,5.582265,11.0871935,0.49080654,40
100,75.77056885,4263,11.0871935,13.224084,0.58643704,40
110,75.45318604,4142,13.224084,14.41548,0.639754603,40
120,75.54931641,4084,14.41548,16.955393,0.753421237,40
130,75.19378662,4003,16.955393,18.270264,0.812264576,40
140,74.54528809,4216,18.270264,18.6954,0.831290337,40
150,73.9074707,4494,18.6954,19.342403,0.86024513,40
160,73.42376709,4665,19.342403,19.9004,0.88521671,40
170,74.01580811,4656,19.9004,20.949425,0.932162861,40
180,75.20141602,4424,20.949425,20.98547,0.933775953,40
0,75.26397705,4422,20.98547,18.802929,0.836102494,41
10,75.8026123,4261,20.089888,16.533564,0.734543472,41
20,75.47454834,4145,18.802929,6.1060166,0.267888033,41
30,75.52947998,4098,16.533564,4.8146877,0.210098255,41
40,75.16021729,4001,6.1060166,4.437806,0.193231979,41
50,74.61395264,4223,4.8146877,4.503531,0.196173315,41
60,73.96697998,4519,4.437806,4.893595,0.213629528,41
70,73.44512939,4664,4.503531,5.582265,0.244449009,41
80,73.94256592,4658,4.893595,11.0871935,0.49080654,41
90,75.26397705,4421,5.582265,13.224084,0.58643704,41
100,75.77056885,4263,11.0871935,14.41548,0.639754603,41
110,75.45318604,4142,13.224084,16.955393,0.753421237,41
120,75.54931641,4084,14.41548,18.270264,0.812264576,41
130,75.19378662,4003,16.955393,18.6954,0.831290337,41
140,74.54528809,4216,18.270264,19.342403,0.86024513,41
150,73.9074707,4494,18.6954,19.9004,0.88521671,41
160,73.42376709,4665,19.342403,20.949425,0.932162861,41
170,74.01580811,4656,19.9004,20.98547,0.933775953,41
180,75.20141602,4424,20.949425,20.089888,0.89369671,41
0,75.26397705,4422,20.98547,16.533564,0.734543472,42
10,75.8026123,4261,20.089888,6.1060166,0.267888033,42
20,75.47454834,4145,18.802929,4.8146877,0.210098255,42
30,75.52947998,4098,16.533564,4.437806,0.193231979,42
40,75.16021729,4001,6.1060166,4.503531,0.196173315,42
50,74.61395264,4223,4.8146877,4.893595,0.213629528,42
60,73.96697998,4519,4.437806,5.582265,0.244449009,42
70,73.44512939,4664,4.503531,11.0871935,0.49080654,42
80,73.94256592,4658,4.893595,13.224084,0.58643704,42
90,75.26397705,4421,5.582265,14.41548,0.639754603,42
100,75.77056885,4263,11.0871935,16.955393,0.753421237,42
110,75.45318604,4142,13.224084,18.270264,0.812264576,42
120,75.54931641,4084,14.41548,18.6954,0.831290337,42
130,75.19378662,4003,16.955393,19.342403,0.86024513,42
140,74.54528809,4216,18.270264,19.9004,0.88521671,42
150,73.9074707,4494,18.6954,20.949425,0.932162861,42
160,73.42376709,4665,19.342403,20.98547,0.933775953,42
170,74.01580811,4656,19.9004,20.089888,0.89369671,42
180,75.20141602,4424,20.949425,18.802929,0.836102494,42
0,75.26397705,4422,20.98547,6.1060166,0.267888033,43
10,75.8026123,4261,20.089888,4.8146877,0.210098255,43
20,75.47454834,4145,18.802929,4.437806,0.193231979,43
30,75.52947998,4098,16.533564,4.503531,0.196173315,43
40,75.16021729,4001,6.1060166,4.893595,0.213629528,43
50,74.61395264,4223,4.8146877,5.582265,0.244449009,43
60,73.96697998,4519,4.437806,11.0871935,0.49080654,43
70,73.44512939,4664,4.503531,13.224084,0.58643704,43
80,73.94256592,4658,4.893595,14.41548,0.639754603,43
90,75.26397705,4421,5.582265,16.955393,0.753421237,43
100,75.77056885,4263,11.0871935,18.270264,0.812264576,43
110,75.45318604,4142,13.224084,18.6954,0.831290337,43
120,75.54931641,4084,14.41548,19.342403,0.86024513,43
